"Hugo_Symbol","key","Variant_Classification","N","samples","qvalues","nSamples","cito","total","Fract"
"CSNK1A1P1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"CTSD","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"CUL3","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"CXADRP2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"CXCR7","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"CYFIP1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"DCAF10","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"DCTN3","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"DEAF1","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"DGKD","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"DIS3L2","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"DISP2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"DKFZP434L187","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"DLL4","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"DNAI1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"DNAJB3","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"DNAJB5","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"DNAJC17","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"DNER","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"DOCK10","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"DRD4","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"DUSP28","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"DUSP8","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"ECEL1","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"ECEL1P2","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"EFCAB4A","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"EFHD1","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"EHD4","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"EIF2AK4","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"EIF4E2","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"EMBP1","Amp_AP_1:1q21.1","Amp",7,"sarc-sg048-01-000-000,sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st020-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st104-01-000-000",0.073087,7,"1q21.1",12,0.583333333333333
"ENHO","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"EPB42","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"EPS8L2","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"ESPNL","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"EXD1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"EXOSC3","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM124B","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"FAM166B","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM189A1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"FAM201A","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM205A","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM205B","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM214B","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM27A","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM27C","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM72D","Amp_AP_1:1q21.1","Amp",7,"sarc-sg048-01-000-000,sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st020-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st104-01-000-000",0.073087,7,"1q21.1",12,0.583333333333333
"FAM74A1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM74A2","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM74A3","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM74A4","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A2","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A3","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A4","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A5","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A6","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM75A7","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM82A2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"FAM95B1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FAM98B","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"FAM99A","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"FAM99B","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"FAN1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"FANCG","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FBXO10","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FBXO36","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"FLJ39739","Amp_AP_1:1q21.1","Amp",7,"sarc-sg048-01-000-000,sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st020-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st104-01-000-000",0.073087,7,"1q21.1",12,0.583333333333333
"FLJ43879","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"FMN1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"FNTA","Del_DP_2:8p11.21","Del",4,"sarc-sg048-01-000-000,sarc-sg054-01-000-200,sgit-st061-01-000-000,sgit-st084-01-000-000",0.059264,4,"8p11.21",12,0.333333333333333
"FOXD4L2","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FOXD4L4","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FP588","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FRMPD1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"FSIP1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GABRA5","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GABRB3","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GABRG3","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GALT","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"GANC","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GBA2","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"GBX2","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"GCHFR","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GIGYF2","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"GJD2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GLIPR2","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"GNE","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"GOLGA6L1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA6L6","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8A","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8B","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8C","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8DP","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8E","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8F","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8G","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GOLGA8IP","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GPC1","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"GPR176","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GPR35","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"GPR55","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"GREM1","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"GRHPR","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"H19","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"HAUS2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"HDAC4","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"HERC2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"HERC2P2","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"HERC2P3","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"HERC2P7","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"HERC2P9","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"HES6","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"HGSNAT","Del_DP_2:8p11.21","Del",4,"sarc-sg048-01-000-000,sarc-sg054-01-000-200,sgit-st061-01-000-000,sgit-st084-01-000-000",0.059264,4,"8p11.21",12,0.333333333333333
"HINT2","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"HJURP","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"HOOK3","Del_DP_2:8p11.21","Del",4,"sarc-sg048-01-000-000,sarc-sg054-01-000-200,sgit-st061-01-000-000,sgit-st084-01-000-000",0.059264,4,"8p11.21",12,0.333333333333333
"HRAS","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"HRCT1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"HTR2B","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"IFITM1","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IFITM10","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IFITM2","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IFITM3","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IFITM5","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IGF2","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IGF2-AS1","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IGFBPL1","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"IL11RA","Del_DP_4:9p12","Del",4,"sgit-st008-01-000-000,sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000",0.0023965,4,"9p12",12,0.333333333333333
"ILKAP","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"INO80","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"INPP5D","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"INS","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"INS-IGF2","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IPW","Del_DP_6:15q13.3","Del",2,"sgit-st061-01-000-000,sgit-st084-01-000-000",0.033139,2,"15q13.3",12,0.166666666666667
"IQCA1","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
"IRF7","Del_DP_5:11p15.5","Del",4,"sgit-st036-01-000-000,sgit-st061-01-000-000,sgit-st084-01-000-000,sgit-st104-01-000-000",0.081598,4,"11p15.5",12,0.333333333333333
"IRS1","Del_DP_1:2q37.1","Del",6,"sarc-sg054-01-000-000,sarc-sg054-01-000-200,sgit-st056-01-000-000,sgit-st061-01-000-000,sgit-st068-01-000-000,sgit-st084-01-000-000",0.033139,6,"2q37.1",12,0.5
